src,dst,boolean_expression,length
2,3,[[1 * 3 * 4 * 5 * 11]] + [[1 * 3 * 4 * 7 * 11] * -[5]] + [[2 * 3 * 4 * 5 * 11] * -[1]] + [[2 * 3 * 4 * 7 * 11] * -[1] * -[5]] + [[2 * 3 * 4 * 8 * 12] * -[11]] + [[2 * 3 * 4 * 8 * 12] * [11] * -[5] * -[7]] + [[3 * 4 * 8 * 10 * 12] * -[2] * -[1 * 11]] + [[3 * 4 * 8 * 10 * 12] * [1 * 11] * -[2] * -[5] * -[7]] + [[1 * 3 * 4 * 5 * 6 * 9] * -[11] * -[8 * 12]] + [[1 * 3 * 4 * 5 * 6 * 9] * [8 * 12] * -[11] * -[2] * -[10]],30
2,4,[[1 * 3 * 5 * 11]] + [[2 * 3 * 5 * 11] * -[1]] + [[1 * 3 * 5 * 6 * 9] * -[11]] + [[3 * 4 * 5 * 8 * 10 * 12] * -[1 * 6 * 9] * -[11]] + [[3 * 4 * 5 * 8 * 10 * 12] * [11] * -[1] * -[2]] + [[2 * 3 * 4 * 5 * 8 * 12] * -[11] * -[1 * 6 * 9] * -[10]] + [[3 * 5 * 7 * 8 * 10 * 11 * 12] * -[1] * -[2] * -[4]],20
2,5,[[1 * 3 * 6]] + [[2 * 3 * 6 * 11] * -[1]] + [[3 * 6 * 7 * 8 * 10 * 11 * 12] * -[1] * -[2]] + [[2 * 3 * 4 * 5 * 6 * 8 * 9 * 12] * -[1] * -[11]] + [[3 * 4 * 5 * 6 * 8 * 9 * 10 * 12] * -[1] * -[7 * 11] * -[2]] + [[3 * 4 * 5 * 6 * 8 * 10 * 11 * 12] * -[1] * -[2] * -[7] * -[9]],18
2,6,[[1 * 3 * 7 * 11]] + [[2 * 3 * 7 * 11] * -[1]] + [[3 * 7 * 8 * 10 * 12] * -[11]] + [[3 * 7 * 8 * 10 * 12] * [11] * -[1] * -[2]] + [[2 * 3 * 7 * 8 * 12] * -[11] * -[10]] + [[1 * 3 * 4 * 5 * 6 * 7 * 9] * -[11] * -[8 * 12]] + [[1 * 3 * 4 * 5 * 6 * 7 * 9] * [8 * 12] * -[11] * -[10] * -[2]],20
2,7,[[2 * 3 * 8]] + [[3 * 8 * 10] * -[2]] + [[1 * 3 * 7 * 8 * 11 * 12] * -[2] * -[10]] + [[1 * 3 * 4 * 5 * 8 * 11 * 12] * -[2] * -[10] * -[7]] + [[1 * 3 * 4 * 5 * 6 * 8 * 9 * 12] * -[2] * -[10] * -[11]],14
2,8,[[1 * 3 * 6 * 9]] + [[2 * 3 * 5 * 9 * 11] * -[1 * 6]] + [[1 * 3 * 5 * 9 * 11] * -[6] * -[2]] + [[2 * 3 * 6 * 9 * 11] * -[1] * -[5]] + [[3 * 4 * 5 * 8 * 9 * 10 * 12] * -[2 * 11] * -[1]] + [[3 * 4 * 5 * 8 * 9 * 10 * 12] * [1] * -[6] * -[11]] + [[2 * 3 * 4 * 5 * 8 * 9 * 12] * -[1 * 6] * -[11] * -[10]] + [[3 * 6 * 7 * 8 * 9 * 10 * 11 * 12] * -[1] * -[2] * -[4 * 5]] + [[3 * 5 * 7 * 8 * 9 * 10 * 11 * 12] * -[2] * -[1] * -[4] * -[6]],29
2,9,[[3 * 10]],1
2,10,[[1 * 3 * 11]] + [[2 * 3 * 11] * -[1]] + [[3 * 7 * 8 * 10 * 11 * 12] * -[1] * -[2]] + [[3 * 4 * 5 * 8 * 10 * 11 * 12] * -[1] * -[2] * -[7]],10
2,11,[[2 * 3 * 8 * 12]] + [[3 * 8 * 10 * 12] * -[2]] + [[1 * 3 * 7 * 11 * 12] * -[8]] + [[1 * 3 * 7 * 11 * 12] * [8] * -[2] * -[10]] + [[2 * 3 * 7 * 11 * 12] * -[8] * -[1]] + [[1 * 3 * 4 * 5 * 11 * 12] * -[7] * -[8]] + [[1 * 3 * 4 * 5 * 11 * 12] * [8] * -[7] * -[2] * -[10]] + [[2 * 3 * 4 * 5 * 11 * 12] * -[8] * -[7] * -[1]] + [[1 * 3 * 4 * 5 * 6 * 9 * 12] * -[11] * -[8]] + [[1 * 3 * 4 * 5 * 6 * 9 * 12] * [8] * -[11] * -[2] * -[10]],32
3,4,[[4 * 5]],1
3,5,[[4 * 5 * 6 * 9]] + [[4 * 5 * 6 * 11] * -[9]] + [[4 * 6 * 7 * 11] * -[5]] + [[2 * 4 * 6 * 8 * 11 * 12] * -[5] * -[7]] + [[1 * 3 * 4 * 6 * 8 * 10 * 12] * -[5] * -[11]] + [[1 * 3 * 4 * 6 * 8 * 10 * 12] * [11] * -[5] * -[7] * -[2]] + [[1 * 3 * 4 * 6 * 8 * 10 * 12] * [5] * -[9] * -[11]] + [[1 * 2 * 3 * 4 * 6 * 8 * 12] * -[5 * 9] * -[11] * -[10]],24
3,6,[[4 * 7]],1
3,7,[[4 * 8 * 12]] + [[2 * 4 * 5 * 8 * 11] * -[12]] + [[2 * 4 * 7 * 8 * 11] * -[12] * -[5]] + [[1 * 3 * 4 * 5 * 8 * 10 * 11] * -[12] * -[2]] + [[1 * 3 * 4 * 7 * 8 * 10 * 11] * -[12] * -[2] * -[5]] + [[1 * 2 * 3 * 4 * 5 * 6 * 8 * 9] * -[12] * -[11]] + [[1 * 3 * 4 * 5 * 6 * 8 * 9 * 10] * -[12] * -[11] * -[2]],20
3,8,[[4 * 5 * 9]] + [[4 * 6 * 7 * 9 * 11] * -[5]] + [[2 * 4 * 6 * 8 * 9 * 11 * 12] * -[5] * -[7]] + [[1 * 3 * 4 * 6 * 8 * 9 * 10 * 12] * -[5] * -[11]] + [[1 * 3 * 4 * 6 * 8 * 9 * 10 * 12] * [11] * -[5] * -[7] * -[2]] + [[1 * 2 * 3 * 4 * 6 * 8 * 9 * 12] * -[5] * -[11] * -[10]],18
3,9,[[4 * 8 * 10 * 12]] + [[1 * 3 * 4 * 5 * 10 * 11] * -[8 * 12]] + [[1 * 3 * 4 * 7 * 10 * 11] * -[8 * 12] * -[5]] + [[2 * 3 * 4 * 5 * 10 * 11] * -[8 * 12] * -[1]] + [[2 * 3 * 4 * 7 * 10 * 11] * -[8 * 12] * -[1] * -[5]] + [[2 * 4 * 5 * 8 * 10 * 11] * -[12] * -[3]] + [[2 * 4 * 7 * 8 * 10 * 11] * -[12] * -[3] * -[5]] + [[1 * 3 * 4 * 5 * 6 * 9 * 10] * -[8 * 12] * -[11]],23
3,10,[[4 * 5 * 11]] + [[4 * 7 * 11] * -[5]] + [[2 * 4 * 8 * 11 * 12] * -[5] * -[7]] + [[1 * 3 * 4 * 8 * 10 * 11 * 12] * -[5] * -[7] * -[2]],10
3,11,[[4 * 12]],1
4,5,[[5 * 6 * 9]] + [[5 * 6 * 11] * -[9]] + [[1 * 2 * 3 * 4 * 5 * 6 * 8 * 12] * -[9] * -[11]] + [[1 * 3 * 4 * 5 * 6 * 8 * 10 * 12] * -[9] * -[11] * -[2]],10
4,6,[[4 * 5 * 7]] + [[5 * 7 * 11] * -[4]] + [[1 * 2 * 3 * 5 * 6 * 7 * 8 * 9 * 12] * -[4] * -[11]] + [[1 * 3 * 5 * 6 * 7 * 8 * 9 * 10 * 12] * -[4] * -[11] * -[2]],10
4,7,[[2 * 5 * 8 * 11]] + [[4 * 5 * 8 * 12] * -[2 * 11]] + [[5 * 7 * 8 * 11 * 12] * -[2] * -[4]] + [[1 * 3 * 5 * 8 * 10 * 11] * -[2] * -[12]] + [[1 * 3 * 5 * 8 * 10 * 11] * [12] * -[2] * -[4] * -[7]] + [[1 * 2 * 3 * 5 * 6 * 8 * 9] * -[11] * -[4 * 12]] + [[1 * 3 * 5 * 6 * 8 * 9 * 10] * -[4 * 12] * -[11] * -[2]],21
4,8,[[5 * 9]],1
4,9,[[1 * 3 * 5 * 10 * 11]] + [[2 * 3 * 5 * 10 * 11] * -[1]] + [[2 * 5 * 8 * 10 * 11] * -[3]] + [[4 * 5 * 8 * 10 * 12] * -[11]] + [[4 * 5 * 8 * 10 * 12] * [11] * -[1 * 3] * -[2]] + [[1 * 3 * 5 * 6 * 9 * 10] * -[11] * -[4 * 8 * 12]] + [[5 * 7 * 8 * 10 * 11 * 12] * -[1 * 3] * -[2] * -[4]],18
4,10,[[5 * 11]],1
4,11,[[4 * 5 * 12]] + [[5 * 7 * 11 * 12] * -[4]] + [[2 * 5 * 8 * 11 * 12] * -[4] * -[7]] + [[1 * 3 * 5 * 8 * 10 * 11 * 12] * -[4] * -[7] * -[2]] + [[1 * 2 * 3 * 5 * 6 * 8 * 9 * 12] * -[4] * -[11]] + [[1 * 3 * 5 * 6 * 8 * 9 * 10 * 12] * -[4] * -[11] * -[2]],17
5,6,[[6 * 7 * 11]] + [[4 * 5 * 6 * 7 * 9] * -[11]] + [[1 * 2 * 3 * 6 * 7 * 8 * 12] * -[11] * -[4 * 5 * 9]] + [[1 * 3 * 6 * 7 * 8 * 10 * 12] * -[11] * -[4 * 5 * 9] * -[2]],10
5,7,[[2 * 6 * 8 * 11]] + [[1 * 3 * 6 * 8 * 10] * -[2 * 11]] + [[1 * 2 * 3 * 6 * 8] * -[11] * -[10]] + [[6 * 7 * 8 * 11 * 12] * -[2] * -[1 * 3 * 10]] + [[4 * 5 * 6 * 8 * 9 * 12] * -[1 * 3 * 10] * -[7 * 11] * -[2]] + [[4 * 5 * 6 * 8 * 9 * 12] * [2] * -[11] * -[1 * 3]] + [[4 * 5 * 6 * 8 * 11 * 12] * -[2] * -[1 * 3 * 10] * -[7] * -[9]],22
5,8,[[6 * 9]],1
5,9,[[1 * 3 * 6 * 10]] + [[2 * 6 * 8 * 10 * 11] * -[1 * 3]] + [[2 * 3 * 6 * 10 * 11] * -[1] * -[8]] + [[6 * 7 * 8 * 10 * 11 * 12] * -[1 * 3] * -[2]] + [[4 * 5 * 6 * 8 * 9 * 10 * 12] * -[1 * 3] * -[11]] + [[4 * 5 * 6 * 8 * 9 * 10 * 12] * [11] * -[1 * 3] * -[2] * -[7]] + [[4 * 5 * 6 * 8 * 10 * 11 * 12] * -[1 * 3] * -[2] * -[7] * -[9]],22
5,10,[[6 * 11]],1
5,11,[[6 * 7 * 11 * 12]] + [[4 * 5 * 6 * 9 * 12] * -[7 * 11]] + [[2 * 6 * 8 * 11 * 12] * -[7] * -[4 * 5 * 9]] + [[4 * 5 * 6 * 11 * 12] * -[7] * -[9] * -[2 * 8]] + [[1 * 3 * 6 * 8 * 10 * 12] * -[4 * 5 * 9] * -[11]] + [[1 * 3 * 6 * 8 * 10 * 12] * [11] * -[7] * -[2] * -[4 * 5]] + [[1 * 3 * 6 * 8 * 10 * 12] * [11] * [4 * 5] * -[7] * -[2] * -[9] * -[11]] + [[1 * 2 * 3 * 6 * 8 * 12] * -[4 * 5 * 9] * -[11] * -[10]],29
6,7,[[7 * 8 * 12]] + [[2 * 7 * 8 * 11] * -[12]] + [[1 * 3 * 7 * 8 * 10 * 11] * -[12] * -[2]] + [[1 * 2 * 3 * 4 * 5 * 6 * 7 * 8 * 9] * -[12] * -[11]] + [[1 * 3 * 4 * 5 * 6 * 7 * 8 * 9 * 10] * -[12] * -[11] * -[2]],13
6,8,[[4 * 5 * 7 * 9]] + [[5 * 7 * 9 * 11] * -[4]] + [[6 * 7 * 9 * 11] * -[5]] + [[1 * 2 * 3 * 6 * 7 * 8 * 9 * 12] * -[4 * 5] * -[11]] + [[1 * 3 * 6 * 7 * 8 * 9 * 10 * 12] * -[4 * 5] * -[11] * -[2]],12
6,9,[[7 * 8 * 10 * 12]] + [[1 * 3 * 7 * 10 * 11] * -[8 * 12]] + [[2 * 3 * 7 * 10 * 11] * -[8 * 12] * -[1]] + [[2 * 7 * 8 * 10 * 11] * -[12] * -[3]] + [[1 * 3 * 4 * 5 * 6 * 7 * 9 * 10] * -[8 * 12] * -[11]],12
6,10,[[7 * 11]],1
6,11,[[7 * 12]],1
7,8,[[2 * 5 * 8 * 9 * 11]] + [[2 * 6 * 8 * 9 * 11] * -[5]] + [[4 * 5 * 8 * 9 * 12] * -[2 * 11]] + [[1 * 3 * 6 * 8 * 9 * 10] * -[2 * 11] * -[4 * 5 * 12]] + [[1 * 2 * 3 * 6 * 8 * 9] * -[11] * -[4 * 5 * 12] * -[10]] + [[5 * 7 * 8 * 9 * 11 * 12] * -[2] * -[4] * -[1 * 3 * 6 * 10]] + [[6 * 7 * 8 * 9 * 11 * 12] * -[2] * -[1 * 3 * 10] * -[5]] + [[1 * 3 * 5 * 8 * 9 * 10 * 11] * -[2] * -[6] * -[12]] + [[1 * 3 * 5 * 8 * 9 * 10 * 11] * [12] * -[2] * -[6] * -[4] * -[7]],30
7,9,[[8 * 10]],1
7,10,[[2 * 8 * 11]] + [[7 * 8 * 11 * 12] * -[2]] + [[1 * 3 * 8 * 10 * 11] * -[2] * -[7 * 12]] + [[4 * 5 * 8 * 11 * 12] * -[2] * -[7] * -[1 * 3 * 10]],10
7,11,[[8 * 12]],1
8,9,[[1 * 3 * 6 * 9 * 10]] + [[2 * 5 * 8 * 9 * 10 * 11] * -[1 * 3 * 6]] + [[4 * 5 * 8 * 9 * 10 * 12] * -[1 * 3 * 6] * -[2 * 11]] + [[2 * 3 * 5 * 9 * 10 * 11] * -[1 * 6] * -[8]] + [[2 * 6 * 8 * 9 * 10 * 11] * -[1 * 3] * -[5]] + [[1 * 3 * 5 * 9 * 10 * 11] * -[6] * -[4 * 8 * 12] * -[2]] + [[2 * 3 * 6 * 9 * 10 * 11] * -[1] * -[5] * -[8]] + [[5 * 7 * 8 * 9 * 10 * 11 * 12] * -[2] * -[4] * -[1 * 3]] + [[6 * 7 * 8 * 9 * 10 * 11 * 12] * -[1 * 3] * -[2] * -[5]],28
8,10,[[5 * 9 * 11]] + [[6 * 9 * 11] * -[5]],3
8,11,[[4 * 5 * 9 * 12]] + [[6 * 7 * 9 * 11 * 12] * -[4 * 5]] + [[5 * 7 * 9 * 11 * 12] * -[4] * -[6]] + [[2 * 5 * 8 * 9 * 11 * 12] * -[4] * -[7]] + [[2 * 6 * 8 * 9 * 11 * 12] * -[7] * -[5]] + [[1 * 3 * 6 * 8 * 9 * 10 * 12] * -[4 * 5] * -[11]] + [[1 * 3 * 6 * 8 * 9 * 10 * 12] * [11] * -[4 * 5] * -[7] * -[2]] + [[1 * 2 * 3 * 6 * 8 * 9 * 12] * -[4 * 5] * -[11] * -[10]] + [[1 * 3 * 5 * 8 * 9 * 10 * 11 * 12] * -[4] * -[7] * -[2] * -[6]],29
9,10,[[1 * 3 * 10 * 11]] + [[2 * 3 * 10 * 11] * -[1]] + [[2 * 8 * 10 * 11] * -[3]] + [[7 * 8 * 10 * 11 * 12] * -[1 * 3] * -[2]] + [[4 * 5 * 8 * 10 * 11 * 12] * -[1 * 3] * -[2] * -[7]],12
9,11,[[8 * 10 * 12]] + [[1 * 3 * 7 * 10 * 11 * 12] * -[8]] + [[2 * 3 * 7 * 10 * 11 * 12] * -[8] * -[1]] + [[1 * 3 * 4 * 5 * 10 * 11 * 12] * -[8] * -[7]] + [[2 * 3 * 4 * 5 * 10 * 11 * 12] * -[8] * -[7] * -[1]] + [[1 * 3 * 4 * 5 * 6 * 9 * 10 * 12] * -[8] * -[11]],16
10,11,[[7 * 11 * 12]] + [[2 * 8 * 11 * 12] * -[7]] + [[4 * 5 * 11 * 12] * -[7] * -[2 * 8]] + [[1 * 3 * 8 * 10 * 11 * 12] * -[7] * -[2] * -[4 * 5]],10
