source,target,pathsets,length
2,8,"[[2, 14, 19, 6, 0, 12, 4, 8], [2, 14, 19, 6, 10, 12, 4, 8], [2, 14, 19, 6, 10, 17, 4, 8], [2, 14, 19, 6, 10, 17, 16, 21, 1, 3, 7, 25, 22, 18, 8], [2, 14, 19, 6, 10, 17, 16, 21, 26, 3, 7, 25, 22, 18, 8], [2, 14, 19, 6, 10, 17, 24, 20, 7, 25, 22, 18, 8], [2, 14, 19, 6, 10, 17, 24, 26, 3, 7, 25, 22, 18, 8], [2, 14, 19, 13, 0, 12, 4, 8], [2, 14, 19, 13, 0, 12, 10, 17, 16, 21, 1, 3, 7, 25, 22, 18, 8], [2, 14, 19, 13, 0, 12, 10, 17, 16, 21, 26, 3, 7, 25, 22, 18, 8], [2, 14, 19, 13, 0, 12, 10, 17, 24, 20, 7, 25, 22, 18, 8], [2, 14, 19, 13, 0, 12, 10, 17, 24, 26, 3, 7, 25, 22, 18, 8], [2, 14, 19, 23, 10, 12, 4, 8], [2, 14, 19, 23, 10, 17, 4, 8], [2, 14, 19, 23, 10, 17, 16, 21, 1, 3, 7, 25, 22, 18, 8], [2, 14, 19, 23, 10, 17, 16, 21, 26, 3, 7, 25, 22, 18, 8], [2, 14, 19, 23, 10, 17, 24, 20, 7, 25, 22, 18, 8], [2, 14, 19, 23, 10, 17, 24, 26, 3, 7, 25, 22, 18, 8], [2, 14, 27, 16, 17, 4, 8], [2, 14, 27, 16, 17, 24, 20, 7, 25, 22, 18, 8], [2, 14, 27, 16, 17, 24, 26, 3, 7, 25, 22, 18, 8], [2, 14, 27, 16, 21, 1, 3, 7, 20, 4, 8], [2, 14, 27, 16, 21, 1, 3, 7, 25, 4, 8], [2, 14, 27, 16, 21, 1, 3, 7, 25, 22, 18, 8], [2, 14, 27, 16, 21, 26, 3, 7, 20, 4, 8], [2, 14, 27, 16, 21, 26, 3, 7, 25, 4, 8], [2, 14, 27, 16, 21, 26, 3, 7, 25, 22, 18, 8], [2, 14, 27, 16, 21, 26, 24, 20, 4, 8], [2, 14, 27, 16, 21, 26, 24, 20, 7, 25, 22, 18, 8], [2, 14, 27, 23, 10, 12, 4, 8], [2, 14, 27, 23, 10, 17, 4, 8], [2, 14, 27, 23, 10, 17, 24, 20, 7, 25, 22, 18, 8], [2, 14, 27, 23, 10, 17, 24, 26, 3, 7, 25, 22, 18, 8], [2, 15, 5, 19, 6, 0, 12, 4, 8], [2, 15, 5, 19, 6, 10, 12, 4, 8], [2, 15, 5, 19, 6, 10, 17, 4, 8], [2, 15, 5, 19, 6, 10, 17, 16, 21, 1, 3, 7, 25, 22, 18, 8], [2, 15, 5, 19, 6, 10, 17, 16, 21, 26, 3, 7, 25, 22, 18, 8], [2, 15, 5, 19, 6, 10, 17, 24, 20, 7, 25, 22, 18, 8], [2, 15, 5, 19, 6, 10, 17, 24, 26, 3, 7, 25, 22, 18, 8], [2, 15, 5, 19, 13, 0, 12, 4, 8], [2, 15, 5, 19, 13, 0, 12, 10, 17, 16, 21, 1, 3, 7, 25, 22, 18, 8], [2, 15, 5, 19, 13, 0, 12, 10, 17, 16, 21, 26, 3, 7, 25, 22, 18, 8], [2, 15, 5, 19, 13, 0, 12, 10, 17, 24, 20, 7, 25, 22, 18, 8], [2, 15, 5, 19, 13, 0, 12, 10, 17, 24, 26, 3, 7, 25, 22, 18, 8], [2, 15, 5, 19, 23, 10, 12, 4, 8], [2, 15, 5, 19, 23, 10, 17, 4, 8], [2, 15, 5, 19, 23, 10, 17, 16, 21, 1, 3, 7, 25, 22, 18, 8], [2, 15, 5, 19, 23, 10, 17, 16, 21, 26, 3, 7, 25, 22, 18, 8], [2, 15, 5, 19, 23, 10, 17, 24, 20, 7, 25, 22, 18, 8], [2, 15, 5, 19, 23, 10, 17, 24, 26, 3, 7, 25, 22, 18, 8], [2, 15, 5, 19, 23, 27, 16, 17, 4, 8], [2, 15, 5, 19, 23, 27, 16, 17, 24, 20, 7, 25, 22, 18, 8], [2, 15, 5, 19, 23, 27, 16, 17, 24, 26, 3, 7, 25, 22, 18, 8], [2, 15, 5, 19, 23, 27, 16, 21, 1, 3, 7, 20, 4, 8], [2, 15, 5, 19, 23, 27, 16, 21, 1, 3, 7, 25, 4, 8], [2, 15, 5, 19, 23, 27, 16, 21, 1, 3, 7, 25, 22, 18, 8], [2, 15, 5, 19, 23, 27, 16, 21, 26, 3, 7, 20, 4, 8], [2, 15, 5, 19, 23, 27, 16, 21, 26, 3, 7, 25, 4, 8], [2, 15, 5, 19, 23, 27, 16, 21, 26, 3, 7, 25, 22, 18, 8], [2, 15, 5, 19, 23, 27, 16, 21, 26, 24, 20, 4, 8], [2, 15, 5, 19, 23, 27, 16, 21, 26, 24, 20, 7, 25, 22, 18, 8]]",62
2,9,"[[2, 14, 19, 6, 0, 11, 9], [2, 14, 19, 13, 9], [2, 14, 19, 23, 10, 12, 0, 11, 9], [2, 14, 27, 16, 17, 4, 12, 0, 11, 9], [2, 14, 27, 16, 17, 4, 12, 0, 13, 9], [2, 14, 27, 16, 17, 10, 6, 0, 11, 9], [2, 14, 27, 16, 17, 10, 6, 0, 13, 9], [2, 14, 27, 16, 17, 10, 12, 0, 11, 9], [2, 14, 27, 16, 17, 10, 12, 0, 13, 9], [2, 14, 27, 16, 21, 1, 3, 7, 20, 4, 12, 0, 11, 9], [2, 14, 27, 16, 21, 1, 3, 7, 20, 4, 12, 0, 13, 9], [2, 14, 27, 16, 21, 1, 3, 7, 25, 4, 12, 0, 11, 9], [2, 14, 27, 16, 21, 1, 3, 7, 25, 4, 12, 0, 13, 9], [2, 14, 27, 16, 21, 26, 3, 7, 20, 4, 12, 0, 11, 9], [2, 14, 27, 16, 21, 26, 3, 7, 20, 4, 12, 0, 13, 9], [2, 14, 27, 16, 21, 26, 3, 7, 25, 4, 12, 0, 11, 9], [2, 14, 27, 16, 21, 26, 3, 7, 25, 4, 12, 0, 13, 9], [2, 14, 27, 16, 21, 26, 24, 20, 4, 12, 0, 11, 9], [2, 14, 27, 16, 21, 26, 24, 20, 4, 12, 0, 13, 9], [2, 14, 27, 23, 10, 6, 0, 11, 9], [2, 14, 27, 23, 10, 6, 0, 13, 9], [2, 14, 27, 23, 10, 12, 0, 11, 9], [2, 14, 27, 23, 10, 12, 0, 13, 9], [2, 15, 5, 19, 6, 0, 11, 9], [2, 15, 5, 19, 13, 9], [2, 15, 5, 19, 23, 10, 12, 0, 11, 9], [2, 15, 5, 19, 23, 27, 16, 17, 4, 12, 0, 11, 9], [2, 15, 5, 19, 23, 27, 16, 21, 1, 3, 7, 20, 4, 12, 0, 11, 9], [2, 15, 5, 19, 23, 27, 16, 21, 1, 3, 7, 25, 4, 12, 0, 11, 9], [2, 15, 5, 19, 23, 27, 16, 21, 26, 3, 7, 20, 4, 12, 0, 11, 9], [2, 15, 5, 19, 23, 27, 16, 21, 26, 3, 7, 25, 4, 12, 0, 11, 9], [2, 15, 5, 19, 23, 27, 16, 21, 26, 24, 20, 4, 12, 0, 11, 9]]",32
2,10,"[[2, 14, 19, 6, 10], [2, 14, 19, 13, 0, 12, 10], [2, 14, 19, 23, 10], [2, 14, 27, 16, 17, 10], [2, 14, 27, 16, 21, 1, 3, 7, 20, 4, 12, 10], [2, 14, 27, 16, 21, 1, 3, 7, 25, 4, 12, 10], [2, 14, 27, 16, 21, 26, 3, 7, 20, 4, 12, 10], [2, 14, 27, 16, 21, 26, 3, 7, 25, 4, 12, 10], [2, 14, 27, 16, 21, 26, 24, 20, 4, 12, 10], [2, 14, 27, 23, 10], [2, 15, 5, 19, 6, 10], [2, 15, 5, 19, 13, 0, 12, 10], [2, 15, 5, 19, 23, 10]]",13
2,11,"[[2, 14, 19, 6, 0, 11], [2, 14, 19, 13, 0, 11], [2, 14, 19, 13, 9, 11], [2, 14, 19, 23, 10, 12, 0, 11], [2, 14, 27, 16, 17, 4, 12, 0, 11], [2, 14, 27, 16, 17, 10, 6, 0, 11], [2, 14, 27, 16, 17, 10, 12, 0, 11], [2, 14, 27, 16, 21, 1, 3, 7, 20, 4, 12, 0, 11], [2, 14, 27, 16, 21, 1, 3, 7, 25, 4, 12, 0, 11], [2, 14, 27, 16, 21, 26, 3, 7, 20, 4, 12, 0, 11], [2, 14, 27, 16, 21, 26, 3, 7, 25, 4, 12, 0, 11], [2, 14, 27, 16, 21, 26, 24, 20, 4, 12, 0, 11], [2, 14, 27, 23, 10, 6, 0, 11], [2, 14, 27, 23, 10, 12, 0, 11], [2, 15, 5, 19, 6, 0, 11], [2, 15, 5, 19, 13, 0, 11], [2, 15, 5, 19, 13, 9, 11], [2, 15, 5, 19, 23, 10, 12, 0, 11], [2, 15, 5, 19, 23, 27, 16, 17, 4, 12, 0, 11], [2, 15, 5, 19, 23, 27, 16, 21, 1, 3, 7, 20, 4, 12, 0, 11], [2, 15, 5, 19, 23, 27, 16, 21, 1, 3, 7, 25, 4, 12, 0, 11], [2, 15, 5, 19, 23, 27, 16, 21, 26, 3, 7, 20, 4, 12, 0, 11], [2, 15, 5, 19, 23, 27, 16, 21, 26, 3, 7, 25, 4, 12, 0, 11], [2, 15, 5, 19, 23, 27, 16, 21, 26, 24, 20, 4, 12, 0, 11]]",24
2,12,"[[2, 14, 19, 6, 0, 12], [2, 14, 19, 6, 10, 12], [2, 14, 19, 13, 0, 12], [2, 14, 19, 23, 10, 12], [2, 14, 27, 16, 17, 4, 12], [2, 14, 27, 16, 17, 10, 12], [2, 14, 27, 16, 21, 1, 3, 7, 20, 4, 12], [2, 14, 27, 16, 21, 1, 3, 7, 25, 4, 12], [2, 14, 27, 16, 21, 26, 3, 7, 20, 4, 12], [2, 14, 27, 16, 21, 26, 3, 7, 25, 4, 12], [2, 14, 27, 16, 21, 26, 24, 20, 4, 12], [2, 14, 27, 23, 10, 12], [2, 15, 5, 19, 6, 0, 12], [2, 15, 5, 19, 6, 10, 12], [2, 15, 5, 19, 13, 0, 12], [2, 15, 5, 19, 23, 10, 12], [2, 15, 5, 19, 23, 27, 16, 17, 4, 12], [2, 15, 5, 19, 23, 27, 16, 21, 1, 3, 7, 20, 4, 12], [2, 15, 5, 19, 23, 27, 16, 21, 1, 3, 7, 25, 4, 12], [2, 15, 5, 19, 23, 27, 16, 21, 26, 3, 7, 20, 4, 12], [2, 15, 5, 19, 23, 27, 16, 21, 26, 3, 7, 25, 4, 12], [2, 15, 5, 19, 23, 27, 16, 21, 26, 24, 20, 4, 12]]",22
2,13,"[[2, 14, 19, 13], [2, 14, 27, 16, 17, 4, 12, 0, 13], [2, 14, 27, 16, 17, 10, 6, 0, 13], [2, 14, 27, 16, 17, 10, 12, 0, 13], [2, 14, 27, 16, 21, 1, 3, 7, 20, 4, 12, 0, 13], [2, 14, 27, 16, 21, 1, 3, 7, 25, 4, 12, 0, 13], [2, 14, 27, 16, 21, 26, 3, 7, 20, 4, 12, 0, 13], [2, 14, 27, 16, 21, 26, 3, 7, 25, 4, 12, 0, 13], [2, 14, 27, 16, 21, 26, 24, 20, 4, 12, 0, 13], [2, 14, 27, 23, 10, 6, 0, 13], [2, 14, 27, 23, 10, 12, 0, 13], [2, 15, 5, 19, 13]]",12
2,14,"[[2, 14]]",1
2,15,"[[2, 15]]",1
2,16,"[[2, 14, 19, 6, 0, 12, 4, 17, 16], [2, 14, 19, 6, 0, 12, 4, 20, 7, 3, 1, 21, 16], [2, 14, 19, 6, 0, 12, 4, 20, 7, 3, 26, 21, 16], [2, 14, 19, 6, 0, 12, 4, 20, 24, 26, 21, 16], [2, 14, 19, 6, 0, 12, 4, 25, 7, 3, 1, 21, 16], [2, 14, 19, 6, 0, 12, 4, 25, 7, 3, 26, 21, 16], [2, 14, 19, 6, 10, 12, 4, 20, 7, 3, 1, 21, 16], [2, 14, 19, 6, 10, 12, 4, 20, 7, 3, 26, 21, 16], [2, 14, 19, 6, 10, 12, 4, 20, 24, 26, 21, 16], [2, 14, 19, 6, 10, 12, 4, 25, 7, 3, 1, 21, 16], [2, 14, 19, 6, 10, 12, 4, 25, 7, 3, 26, 21, 16], [2, 14, 19, 6, 10, 17, 16], [2, 14, 19, 13, 0, 12, 4, 17, 16], [2, 14, 19, 13, 0, 12, 4, 20, 7, 3, 1, 21, 16], [2, 14, 19, 13, 0, 12, 4, 20, 7, 3, 26, 21, 16], [2, 14, 19, 13, 0, 12, 4, 20, 24, 26, 21, 16], [2, 14, 19, 13, 0, 12, 4, 25, 7, 3, 1, 21, 16], [2, 14, 19, 13, 0, 12, 4, 25, 7, 3, 26, 21, 16], [2, 14, 19, 13, 0, 12, 10, 17, 16], [2, 14, 19, 23, 10, 12, 4, 20, 7, 3, 1, 21, 16], [2, 14, 19, 23, 10, 12, 4, 20, 7, 3, 26, 21, 16], [2, 14, 19, 23, 10, 12, 4, 20, 24, 26, 21, 16], [2, 14, 19, 23, 10, 12, 4, 25, 7, 3, 1, 21, 16], [2, 14, 19, 23, 10, 12, 4, 25, 7, 3, 26, 21, 16], [2, 14, 19, 23, 10, 17, 16], [2, 14, 27, 16], [2, 15, 5, 19, 6, 0, 12, 4, 17, 16], [2, 15, 5, 19, 6, 0, 12, 4, 20, 7, 3, 1, 21, 16], [2, 15, 5, 19, 6, 0, 12, 4, 20, 7, 3, 26, 21, 16], [2, 15, 5, 19, 6, 0, 12, 4, 20, 24, 26, 21, 16], [2, 15, 5, 19, 6, 0, 12, 4, 25, 7, 3, 1, 21, 16], [2, 15, 5, 19, 6, 0, 12, 4, 25, 7, 3, 26, 21, 16], [2, 15, 5, 19, 6, 10, 12, 4, 20, 7, 3, 1, 21, 16], [2, 15, 5, 19, 6, 10, 12, 4, 20, 7, 3, 26, 21, 16], [2, 15, 5, 19, 6, 10, 12, 4, 20, 24, 26, 21, 16], [2, 15, 5, 19, 6, 10, 12, 4, 25, 7, 3, 1, 21, 16], [2, 15, 5, 19, 6, 10, 12, 4, 25, 7, 3, 26, 21, 16], [2, 15, 5, 19, 6, 10, 17, 16], [2, 15, 5, 19, 13, 0, 12, 4, 17, 16], [2, 15, 5, 19, 13, 0, 12, 4, 20, 7, 3, 1, 21, 16], [2, 15, 5, 19, 13, 0, 12, 4, 20, 7, 3, 26, 21, 16], [2, 15, 5, 19, 13, 0, 12, 4, 20, 24, 26, 21, 16], [2, 15, 5, 19, 13, 0, 12, 4, 25, 7, 3, 1, 21, 16], [2, 15, 5, 19, 13, 0, 12, 4, 25, 7, 3, 26, 21, 16], [2, 15, 5, 19, 13, 0, 12, 10, 17, 16], [2, 15, 5, 19, 23, 10, 12, 4, 20, 7, 3, 1, 21, 16], [2, 15, 5, 19, 23, 10, 12, 4, 20, 7, 3, 26, 21, 16], [2, 15, 5, 19, 23, 10, 12, 4, 20, 24, 26, 21, 16], [2, 15, 5, 19, 23, 10, 12, 4, 25, 7, 3, 1, 21, 16], [2, 15, 5, 19, 23, 10, 12, 4, 25, 7, 3, 26, 21, 16], [2, 15, 5, 19, 23, 10, 17, 16], [2, 15, 5, 19, 23, 27, 16]]",52
2,17,"[[2, 14, 19, 6, 0, 12, 4, 17], [2, 14, 19, 6, 10, 17], [2, 14, 19, 13, 0, 12, 4, 17], [2, 14, 19, 13, 0, 12, 10, 17], [2, 14, 19, 23, 10, 17], [2, 14, 27, 16, 17], [2, 14, 27, 23, 10, 17], [2, 15, 5, 19, 6, 0, 12, 4, 17], [2, 15, 5, 19, 6, 10, 17], [2, 15, 5, 19, 13, 0, 12, 4, 17], [2, 15, 5, 19, 13, 0, 12, 10, 17], [2, 15, 5, 19, 23, 10, 17], [2, 15, 5, 19, 23, 27, 16, 17]]",13
2,18,"[[2, 14, 19, 6, 0, 12, 4, 8, 18], [2, 14, 19, 6, 0, 12, 4, 25, 22, 18], [2, 14, 19, 6, 10, 12, 4, 8, 18], [2, 14, 19, 6, 10, 12, 4, 25, 22, 18], [2, 14, 19, 6, 10, 17, 4, 8, 18], [2, 14, 19, 6, 10, 17, 4, 25, 22, 18], [2, 14, 19, 6, 10, 17, 16, 21, 1, 3, 7, 25, 22, 18], [2, 14, 19, 6, 10, 17, 16, 21, 26, 3, 7, 25, 22, 18], [2, 14, 19, 6, 10, 17, 24, 20, 7, 25, 22, 18], [2, 14, 19, 6, 10, 17, 24, 26, 3, 7, 25, 22, 18], [2, 14, 19, 13, 0, 12, 4, 8, 18], [2, 14, 19, 13, 0, 12, 4, 25, 22, 18], [2, 14, 19, 13, 0, 12, 10, 17, 16, 21, 1, 3, 7, 25, 22, 18], [2, 14, 19, 13, 0, 12, 10, 17, 16, 21, 26, 3, 7, 25, 22, 18], [2, 14, 19, 13, 0, 12, 10, 17, 24, 20, 7, 25, 22, 18], [2, 14, 19, 13, 0, 12, 10, 17, 24, 26, 3, 7, 25, 22, 18], [2, 14, 19, 23, 10, 12, 4, 8, 18], [2, 14, 19, 23, 10, 12, 4, 25, 22, 18], [2, 14, 19, 23, 10, 17, 4, 8, 18], [2, 14, 19, 23, 10, 17, 4, 25, 22, 18], [2, 14, 19, 23, 10, 17, 16, 21, 1, 3, 7, 25, 22, 18], [2, 14, 19, 23, 10, 17, 16, 21, 26, 3, 7, 25, 22, 18], [2, 14, 19, 23, 10, 17, 24, 20, 7, 25, 22, 18], [2, 14, 19, 23, 10, 17, 24, 26, 3, 7, 25, 22, 18], [2, 14, 27, 16, 17, 4, 8, 18], [2, 14, 27, 16, 17, 4, 25, 22, 18], [2, 14, 27, 16, 17, 24, 20, 7, 25, 22, 18], [2, 14, 27, 16, 17, 24, 26, 3, 7, 25, 22, 18], [2, 14, 27, 16, 21, 1, 3, 7, 20, 4, 8, 18], [2, 14, 27, 16, 21, 1, 3, 7, 25, 4, 8, 18], [2, 14, 27, 16, 21, 1, 3, 7, 25, 22, 18], [2, 14, 27, 16, 21, 26, 3, 7, 20, 4, 8, 18], [2, 14, 27, 16, 21, 26, 3, 7, 25, 4, 8, 18], [2, 14, 27, 16, 21, 26, 3, 7, 25, 22, 18], [2, 14, 27, 16, 21, 26, 24, 20, 4, 8, 18], [2, 14, 27, 16, 21, 26, 24, 20, 4, 25, 22, 18], [2, 14, 27, 16, 21, 26, 24, 20, 7, 25, 22, 18], [2, 14, 27, 23, 10, 12, 4, 8, 18], [2, 14, 27, 23, 10, 12, 4, 25, 22, 18], [2, 14, 27, 23, 10, 17, 4, 8, 18], [2, 14, 27, 23, 10, 17, 4, 25, 22, 18], [2, 14, 27, 23, 10, 17, 24, 20, 7, 25, 22, 18], [2, 14, 27, 23, 10, 17, 24, 26, 3, 7, 25, 22, 18], [2, 15, 5, 19, 6, 0, 12, 4, 8, 18], [2, 15, 5, 19, 6, 0, 12, 4, 25, 22, 18], [2, 15, 5, 19, 6, 10, 12, 4, 8, 18], [2, 15, 5, 19, 6, 10, 12, 4, 25, 22, 18], [2, 15, 5, 19, 6, 10, 17, 4, 8, 18], [2, 15, 5, 19, 6, 10, 17, 4, 25, 22, 18], [2, 15, 5, 19, 6, 10, 17, 16, 21, 1, 3, 7, 25, 22, 18], [2, 15, 5, 19, 6, 10, 17, 16, 21, 26, 3, 7, 25, 22, 18], [2, 15, 5, 19, 6, 10, 17, 24, 20, 7, 25, 22, 18], [2, 15, 5, 19, 6, 10, 17, 24, 26, 3, 7, 25, 22, 18], [2, 15, 5, 19, 13, 0, 12, 4, 8, 18], [2, 15, 5, 19, 13, 0, 12, 4, 25, 22, 18], [2, 15, 5, 19, 13, 0, 12, 10, 17, 16, 21, 1, 3, 7, 25, 22, 18], [2, 15, 5, 19, 13, 0, 12, 10, 17, 16, 21, 26, 3, 7, 25, 22, 18], [2, 15, 5, 19, 13, 0, 12, 10, 17, 24, 20, 7, 25, 22, 18], [2, 15, 5, 19, 13, 0, 12, 10, 17, 24, 26, 3, 7, 25, 22, 18], [2, 15, 5, 19, 23, 10, 12, 4, 8, 18], [2, 15, 5, 19, 23, 10, 12, 4, 25, 22, 18], [2, 15, 5, 19, 23, 10, 17, 4, 8, 18], [2, 15, 5, 19, 23, 10, 17, 4, 25, 22, 18], [2, 15, 5, 19, 23, 10, 17, 16, 21, 1, 3, 7, 25, 22, 18], [2, 15, 5, 19, 23, 10, 17, 16, 21, 26, 3, 7, 25, 22, 18], [2, 15, 5, 19, 23, 10, 17, 24, 20, 7, 25, 22, 18], [2, 15, 5, 19, 23, 10, 17, 24, 26, 3, 7, 25, 22, 18], [2, 15, 5, 19, 23, 27, 16, 17, 4, 8, 18], [2, 15, 5, 19, 23, 27, 16, 17, 4, 25, 22, 18], [2, 15, 5, 19, 23, 27, 16, 17, 24, 20, 7, 25, 22, 18], [2, 15, 5, 19, 23, 27, 16, 17, 24, 26, 3, 7, 25, 22, 18], [2, 15, 5, 19, 23, 27, 16, 21, 1, 3, 7, 20, 4, 8, 18], [2, 15, 5, 19, 23, 27, 16, 21, 1, 3, 7, 25, 4, 8, 18], [2, 15, 5, 19, 23, 27, 16, 21, 1, 3, 7, 25, 22, 18], [2, 15, 5, 19, 23, 27, 16, 21, 26, 3, 7, 20, 4, 8, 18], [2, 15, 5, 19, 23, 27, 16, 21, 26, 3, 7, 25, 4, 8, 18], [2, 15, 5, 19, 23, 27, 16, 21, 26, 3, 7, 25, 22, 18], [2, 15, 5, 19, 23, 27, 16, 21, 26, 24, 20, 4, 8, 18], [2, 15, 5, 19, 23, 27, 16, 21, 26, 24, 20, 4, 25, 22, 18], [2, 15, 5, 19, 23, 27, 16, 21, 26, 24, 20, 7, 25, 22, 18]]",80
2,19,"[[2, 14, 19], [2, 15, 5, 19]]",2
2,20,"[[2, 14, 19, 6, 0, 12, 4, 20], [2, 14, 19, 6, 10, 12, 4, 20], [2, 14, 19, 6, 10, 17, 4, 20], [2, 14, 19, 6, 10, 17, 16, 21, 1, 3, 7, 20], [2, 14, 19, 6, 10, 17, 16, 21, 26, 3, 7, 20], [2, 14, 19, 6, 10, 17, 24, 20], [2, 14, 19, 13, 0, 12, 4, 20], [2, 14, 19, 13, 0, 12, 10, 17, 16, 21, 1, 3, 7, 20], [2, 14, 19, 13, 0, 12, 10, 17, 16, 21, 26, 3, 7, 20], [2, 14, 19, 13, 0, 12, 10, 17, 24, 20], [2, 14, 19, 23, 10, 12, 4, 20], [2, 14, 19, 23, 10, 17, 4, 20], [2, 14, 19, 23, 10, 17, 16, 21, 1, 3, 7, 20], [2, 14, 19, 23, 10, 17, 16, 21, 26, 3, 7, 20], [2, 14, 19, 23, 10, 17, 24, 20], [2, 14, 27, 16, 17, 4, 20], [2, 14, 27, 16, 17, 24, 20], [2, 14, 27, 16, 21, 1, 3, 7, 20], [2, 14, 27, 16, 21, 26, 3, 7, 20], [2, 14, 27, 16, 21, 26, 24, 20], [2, 14, 27, 23, 10, 12, 4, 20], [2, 14, 27, 23, 10, 17, 4, 20], [2, 14, 27, 23, 10, 17, 24, 20], [2, 15, 5, 19, 6, 0, 12, 4, 20], [2, 15, 5, 19, 6, 10, 12, 4, 20], [2, 15, 5, 19, 6, 10, 17, 4, 20], [2, 15, 5, 19, 6, 10, 17, 16, 21, 1, 3, 7, 20], [2, 15, 5, 19, 6, 10, 17, 16, 21, 26, 3, 7, 20], [2, 15, 5, 19, 6, 10, 17, 24, 20], [2, 15, 5, 19, 13, 0, 12, 4, 20], [2, 15, 5, 19, 13, 0, 12, 10, 17, 16, 21, 1, 3, 7, 20], [2, 15, 5, 19, 13, 0, 12, 10, 17, 16, 21, 26, 3, 7, 20], [2, 15, 5, 19, 13, 0, 12, 10, 17, 24, 20], [2, 15, 5, 19, 23, 10, 12, 4, 20], [2, 15, 5, 19, 23, 10, 17, 4, 20], [2, 15, 5, 19, 23, 10, 17, 16, 21, 1, 3, 7, 20], [2, 15, 5, 19, 23, 10, 17, 16, 21, 26, 3, 7, 20], [2, 15, 5, 19, 23, 10, 17, 24, 20], [2, 15, 5, 19, 23, 27, 16, 17, 4, 20], [2, 15, 5, 19, 23, 27, 16, 17, 24, 20], [2, 15, 5, 19, 23, 27, 16, 21, 1, 3, 7, 20], [2, 15, 5, 19, 23, 27, 16, 21, 26, 3, 7, 20], [2, 15, 5, 19, 23, 27, 16, 21, 26, 24, 20]]",43
